"","q1","q2","q3","q4","q5","q7","q8","q9","q10","q11","q12","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender3","party2","county","race.st","smp","regionw","age4","agew","turnout3","partyw","region","likelyyn","rv.weight","turnout.score","lv.weight"
"276","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","Poor","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline only",73,"No","Female","Republican","Hernando","White","Cell","Bay Area",4,"65+","High","Republican","Bay Area",1,1.31677258014679,0.995779914,1.31399413338146
"277","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Approve","Support","Oppose","Real threat","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",42,"No","Female","Registered Independent","Pasco","White","Cell","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.939129233360291,0.791509793,0.841229608759207
"278","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",45,"No","Female","Republican","Pasco","White","Landline","Bay Area",3,"45 to 64","Middle","Republican","Bay Area",1,1.01033413410187,0.827816986,0.923352945923498
"279","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Support","Poor","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline only",88,"No","Male","Non-Partisan","Pasco","White","Landline","Bay Area",4,"65+","High","Other","Bay Area",1,0.930468559265137,0.910818809,0.888978411648243
"280","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",66,"No","Female","Republican","Pasco","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.31677258014679,0.994388728,1.31307819559212
"281","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",75,"No","Female","Democratic","Pinellas","White","Cell","Bay Area",4,"65+","High","Democratic","Bay Area",1,1.05932211875916,0.995238015,1.05679988020964
"282","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",39,"No","Male","Republican","Pasco","White","Cell","Bay Area",2,"30 to 44","Middle","Republican","Bay Area",1,0.924576699733734,0.610579423,0.744552103325913
"283","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Not","Support","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",54,"No","Female","Republican","Pasco","White","Cell","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.25167119503021,0.995966509,1.24914689215432
"284","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Real threat","Support","Good","[DO NOT READ] Refused","Eight","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",73,"No","Female","Non-Partisan","Pasco","Other","Landline","Bay Area",4,"65+","Low","Other","Bay Area",1,1.13586235046387,0.304499053,0.172934505595232
"285","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",76,"No","Male","Democratic","Pasco","White","Cell","Bay Area",4,"65+","High","Democratic","Bay Area",1,0.883555293083191,0.991465689,0.879785025696534
"286","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat","Disapprove","Support","Support","Real threat","Support","Good","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",51,"No","Female","Democratic","Pinellas","White","Cell","Bay Area",3,"45 to 64","High","Democratic","Bay Area",1,1.00695979595184,0.995661556,1.00477547660935
"287","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Fair","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",73,"No","Female","Democratic","Pinellas","White","Landline","Bay Area",4,"65+","High","Democratic","Bay Area",1,1.05932211875916,0.995317475,1.05684196707742
"288","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Poor","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","[DO NOT READ] Refused","Landline and Cell Phone",61,"[DO NOT READ] Refused","Male","Republican","Pinellas","White","Landline","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.04399013519287,0.996239678,1.0420272656563
"289","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","[DO NOT READ] Don't know/No opinion","Not","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White",NA,90,"No","Male","Republican","Pinellas","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.09828352928162,0.994488503,1.09525693664237
"290","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Donald Trump, the Republican","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","Approve","Support","Oppose","Real threat","Oppose","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",65,"No","Female","Registered Independent","Pinellas","White","Cell","Bay Area",4,"65+","Low","Other","Bay Area",1,1.54161751270294,0.223222963,0.942870970079782
"291","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Someone else (specify)","Disapprove","Support","[DO NOT READ] Don't know/No opinion","Real threat","Support","Poor","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",68,"No","Female","Democratic","Pinellas","White","Landline","Bay Area",4,"65+","Middle","Democratic","Bay Area",1,0.855070948600769,0.695447967,0.724864150295432
"292","[DO NOT READ] Don't know/No opinion","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline only",90,"No","Male","Republican","Pinellas","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.09828352928162,0.994118653,1.09505383546243
"293","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",77,"No","Female","Republican","Pinellas","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.31677258014679,0.994569091,1.31319694477694
"294","Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat","Disapprove","Support","Oppose","Real threat","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",65,"No","Male","Democratic","Pinellas","White","Cell","Bay Area",4,"65+","High","Democratic","Bay Area",1,0.883555293083191,0.992739548,0.880347787685803
"295","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","[DO NOT READ] Don't know/No opinion","Support","Support","Real threat","Oppose","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",55,"No","Female","Republican","Pinellas","White","Landline","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.25167119503021,0.996249789,1.24932418011406
"296","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Not","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",61,"No","Female","Democratic","Alachua","Other","Cell","North/Panhandle",3,"45 to 64","Middle","Democratic","North/Panhandle",1,0.487341195344925,0.78837741,0.43577499235863
"297","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Oppose","Real threat","[DO NOT READ] Don't know/No opinion","Good","Democrat","Ten (definitely will vote)","Almost certain","High school","Hispanic/Latino","Landline and Cell Phone",52,"Yes","Female","Democratic","Pinellas","Hispanic","Landline","Bay Area",3,"45 to 64","Low","Democratic","Bay Area",1,1.2069194316864,0.273062794,0.768242111917791
"298","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",47,"No","Female","Democratic","Pinellas","White","Landline","Bay Area",3,"45 to 64","High","Democratic","Bay Area",1,1.00695979595184,0.993853391,1.00386510238311
"299","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Democrat","Ten (definitely will vote)","Very likely","[DO NOT READ] Refused","African American/Black","Landline and Cell Phone",62,"[DO NOT READ] Refused","Female","Democratic","Pinellas","Black","Cell","Bay Area",3,"45 to 64","High","Democratic","Bay Area",1,1.14756560325623,0.996875803,1.14577299332251
"300","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",50,"No","Female","Democratic","Pinellas","White","Landline","Bay Area",3,"45 to 64","High","Democratic","Bay Area",1,1.00695979595184,0.966168974,0.989926554432942
"301","Unfavorable","Favorable","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",38,"No","Male","Republican","Pinellas","White","Cell","Bay Area",2,"30 to 44","Middle","Republican","Bay Area",1,0.924576699733734,0.759954836,0.813606616974653
"302","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat","Disapprove","Oppose","Oppose","Real threat","Support","Poor","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Cell Phone only",31,"No","Male","Registered Independent","Pasco","White","Landline","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.783302962779999,0.552564097,0.608064028151325
"303","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Already voted by mail","Bachelors' degree","Hispanic/Latino","Landline only",69,"Yes","Female","Republican","Pinellas","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.31677258014679,0.994038161,1.31284738642718
