"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"162","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",26,"No","M","Non-Partisan","Buncombe","White","Cell","Western",1,"Middle","White","Other","Western",0.815265536308289,1,0.595029333,0.650186222297848
"163","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",42,"No","F","Democratic","Buncombe","White","Cell","Western",2,"Middle","White","Democratic","Western",1.08106577396393,1,0.777447164,0.960768647014825
"164","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Real threat","[DO NOT READ] Don't know/No opinion","Support","Republican","One (definitely will NOT vote)","Not very likely","Some college or trade school","Hispanic/Latino","Cell Phone Only",80,"Yes","F","Republican","Cumberland","Hispanic","Cell","East/ South Central",2,"Middle","Hispanic","Republican","East/ South Central",0.942684769630432,0,0.808959301,0.38129680615179
"165","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Seven","Somewhat likely","Some college or trade school","Caucasian/White","Cell Phone Only",66,"No","M","Non-Partisan","Harnett","White","Cell","North Central",4,"Middle","White","Other","North Central",0.871637582778931,0,0.770400012,0.33575480211627
"166","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Not","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone Only",19,"Yes","F","Democratic","Harnett","Hispanic","Cell","North Central",1,"Middle","Hispanic","Democratic","North Central",1.65824449062347,1,0.688818386,1.40023689212406
"167","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",43,"No","M","Non-Partisan","Harnett","Other","Cell","North Central",2,"Middle","Other","Other","North Central",1.70264112949371,1,0.742065878,1.48305650708519
"168","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","Support","Democrat","Ten (definitely will vote)","Somewhat likely","High school","Hispanic/Latino","Landline and Cell Phone",19,"Yes","M","Non-Partisan","Cumberland","Black","Cell","East/ South Central",1,"High","Black","Other","East/ South Central",0.936117708683014,0,0.949865383,0.444592902945637
"169","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Roy Cooper, the Democrat","Favor","Disapprove","Support","Support","Real threat","Oppose","Support","Republican","Ten (definitely will vote)","Very likely","Bachelors' degree","African American/Black","Cell Phone Only",37,"No","M","Republican","Cumberland","Black","Cell","East/ South Central",2,"Middle","Black","Republican","East/ South Central",1.12944436073303,1,0.710639528,0.966036084073308
"170","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone Only",28,"Yes","F","Democratic","Macon","White","Cell","Western",1,"Middle","White","Democratic","Western",1.20708417892456,1,0.714108303,1.03453650675726
"171","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",38,"No","M","Democratic","Durham","White","Landline","North Central",2,"High","White","Democratic","North Central",1.39428842067719,1,0.951556603,1.3605163869295
"172","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Republican","Nine","Very likely","Bachelors' degree","Caucasian/White","Cell Phone Only",23,"No","F","Republican","Gaston","White","Cell","Southwest",1,"Middle","White","Republican","Southwest",2.66264057159424,1,0.729182461,2.30209568817389
"173","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","One (definitely will NOT vote)","Not at all likely","High school","Caucasian/White","Cell Phone Only",30,"No","M","Non-Partisan","Harnett","White","Cell","North Central",2,"Middle","White","Other","North Central",1.37628102302551,0,0.676656325,0.465634629603842
"174","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Oppose","Approve","Oppose","Oppose","Not","Support","Support","Independent (No party)","Eight","Somewhat likely","High school","Caucasian/White","Landline and Cell Phone",20,"No","M","Non-Partisan","Iredell","White","Landline","Southwest",1,"High","White","Other","Southwest",1.49760615825653,0,0.928390915,0.695181975786708
"175","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","[DO NOT READ] Refused","[DO NOT READ] Refused","[DO NOT READ] Refused",0,"[DO NOT READ] Refused","F","Republican","Haywood","Hispanic","Cell","Western",1,"Middle","Hispanic","Republican","Western",0.953936338424683,1,0.73317812,0.826670794815288
"176","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Oppose","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",48,"No","M","Non-Partisan","Lincoln","White","Cell","Southwest",3,"Middle","White","Other","Southwest",1.1936799287796,1,0.749243887,1.04401865922616
"177","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Oppose","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",47,"No","M","Democratic","McDowell","White","Cell","Western",3,"Middle","White","Democratic","Western",0.658319711685181,1,0.7569104,0.578304373992348
"178","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Support","Not","Support","Oppose","Independent (No party)","Five","Somewhat likely","High school","Caucasian/White","Landline and Cell Phone",32,"No","F","Democratic","Guilford","White","Cell","Piedmont-Triad",2,"Middle","White","Democratic","Piedmont-Triad",1.46784174442291,0,0.741708321,0.544355217874815
"179","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",61,"No","M","Republican","Forsyth","White","Cell","Piedmont-Triad",3,"Middle","White","Republican","Piedmont-Triad",0.969235837459564,1,0.816872544,0.880488990870564
"180","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",69,"No","F","Republican","Johnston","White","Cell","North Central",4,"Middle","White","Republican","North Central",1.39941227436066,1,0.840227253,1.2876183027306
"181","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","[DO NOT READ] Don't know/No opinion","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",37,"No","M","Non-Partisan","Johnston","White","Cell","North Central",2,"Middle","White","Other","North Central",1.37628102302551,1,0.724958161,1.18701359124864
"182","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",64,"No","F","Republican","Guilford","White","Cell","Piedmont-Triad",3,"Middle","White","Republican","Piedmont-Triad",1.27914786338806,1,0.844643658,1.17978599692152
"183","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Richard Burr, the Republican","Roy Cooper, the Democrat","Oppose","Disapprove","Oppose","Oppose","Real threat","Oppose","Oppose","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",62,"No","M","Republican","Forsyth","White","Cell","Piedmont-Triad",3,"High","White","Republican","Piedmont-Triad",0.875237882137299,1,0.968869651,0.861614651772821
"184","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",29,"No","F","Non-Partisan","New Hanover","White","Cell","East/ South Central",1,"Middle","White","Other","East/ South Central",1.18719220161438,1,0.703875694,1.01141396821854
"185","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",31,"No","F","Republican","Onslow","White","Cell","East/ South Central",2,"Middle","White","Republican","East/ South Central",1.29346406459808,1,0.778899285,1.15047114984336
"186","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",56,"No","M","Democratic","New Hanover","White","Cell","East/ South Central",3,"Middle","White","Democratic","East/ South Central",0.726387083530426,1,0.775689976,0.644919131460426
"187","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",71,"No","F","Democratic","Mecklenburg","White","Landline","Southwest",4,"High","White","Democratic","Southwest",1.25772070884705,1,0.96242525,1.23409143824467
